literature_review,abstract,title,references
0,,Managerial problem-solving in the adoption of Radio Frequency Identification Technologies,"['10.2307/3069415', '10.1177/009365087014005003', '10.1348/147608304x21383', '10.1109/tem.2006.878106', '10.1111/j.1540-5915.2008.00192.x', '10.1111/j.1540-5915.2007.00165.x', '10.1016/s0378-7206(02)00049-6', '10.1016/j.jsis.2005.01.001', '10.1111/1540-5915.02328', '10.1016/j.technovation.2005.08.012', '10.4135/9781452230153', '10.1057/palgrave.ejis.3000716', '10.1057/palgrave.ejis.3000697', '10.1057/palgrave.ejis.3000660', '10.1057/palgrave.ejis.3000606', '10.1057/palgrave.ejis.3000531', '10.1057/palgrave.ejis.3000461', '10.1287/orsc.6.3.280', '10.1287/orsc.5.3.363', '10.2307/249029', '10.2307/249704', '10.2307/248961', '10.2307/249751', '10.1108/14601060610640050', '10.1191/096228098672090967', '10.17705/1jais.00120', '10.17705/1jais.00126', '10.17705/1jais.00128', '10.17705/1jais.00123', '10.1207/s15326993es1302_1', '10.1080/07421222.2001.11045665', '10.1080/07421222.2004.11045795', '10.1080/07421222.1998.11518195', '10.7551/mitpress/5657.001.0001', '10.1177/002218566901100101', '10.1016/0167-9236(93)90050-d', '10.1504/eg.2007.015036', '10.1111/j.1467-6486.1995.tb00794.x', '10.1016/j.obhdp.2007.05.002', '10.1016/j.obhdp.2004.05.001', '10.1007/s10799-007-0010-1', '10.1287/mnsc.34.12.1489', '10.1287/mnsc.35.8.963', '10.1111/j.1460-2466.1993.tb01247.x', '10.1002/smj.4250120604', '10.1145/362280.362284']"
0,,What levels of moral reasoning and values explain adherence to information security rules? An empirical study,"['10.1007/s10551-006-9322-z', '10.1111/1467-6494.00099', '10.1002/per.2410080303', '10.1016/j.infoandorg.2006.08.001', '10.4324/9781410601162', '10.1111/j.2044-8309.1984.tb00641.x', '10.1037/0012-1649.22.4.509', '10.1080/00313830308589', '10.1007/s11031-008-9084-2', '10.1007/bf03173222', '10.1111/1467-9450.00306', '10.1111/j.1365-2575.2004.00179.x', '10.1177/0022022107308992', '10.1002/(sici)1099-0992(200003/04)30:2<177::aid-ejsp982>3.0.co;2-z', '10.1007/bf00871698', '10.2307/25148722', '10.1016/j.jrp.2006.02.003', '10.1348/014466602321149849', '10.2307/249551', '10.2307/249677', '10.2307/249656', '10.1080/03057240120111427', '10.1016/s0092-6566(03)00069-2', '10.1287/isre.1.3.255', '10.2307/3857568', '10.1080/0305724022000008124', '10.1080/0305724022000008106', '10.2307/3857567', '10.1111/j.1467-6494.1995.tb00811.x', '10.1287/isre.1070.0160', '10.1287/isre.1040.0032', '10.1287/isre.14.3.221.16560', '10.1037/0033-2909.88.1.1', '10.1111/j.1540-4560.1992.tb00887.x', '10.1007/bf01537337', '10.4135/9781452220550.n8', '10.1037/0022-3514.89.6.1010', '10.1037/0022-3514.59.2.242', '10.1177/0146167203254602', '10.1093/0198246609.001.0001', '10.1016/s0749-5978(02)00039-0', '10.1016/0167-4048(96)88941-3', '10.1037/0022-0663.89.1.5', '10.1108/09685220210424104', '10.1108/09685220010371394', '10.1037/0012-1649.20.5.960']"
0,,Secure activity resource coordination - empirical evidence of enhanced security awareness in designing secure business processes,"['10.1108/14637150510630882', '10.1016/j.infoandorg.2004.11.001', '10.1093/clinchem/19.1.49', '10.2307/2491150', '10.2307/2528104', '10.1046/j.1365-2575.2001.00099.x', '10.1057/ejis.1996.7', '10.1057/palgrave.ejis.3000537', '10.1109/2.485845', '10.1016/j.dss.2007.10.004', '10.1016/j.dss.2005.05.031', '10.1145/1247001.1247007', '10.1145/1139922.1139926', '10.1518/001872095779049543', '10.2307/25148731', '10.2307/25148625', '10.1016/j.is.2004.06.002', '10.2307/248881', '10.1287/isre.3.1.36', '10.1109/32.391380', '10.1109/32.799953', '10.1109/32.922713', '10.17705/1jais.00096', '10.1111/j.1551-6708.1987.tb00863.x', '10.1287/isre.13.1.1.94', '10.1287/isre.14.1.23.14768', '10.1037/0033-2909.83.2.314', '10.1016/s0306-4379(02)00029-7', '10.1145/903893.903944', '10.1109/tsmca.2006.871792', '10.1287/mnsc.33.10.1317', '10.1145/383371.383373', '10.1287/mnsc.26.10.1039', '10.1145/358841.358847', '10.1016/s0167-4048(02)00413-3', '10.1109/msp.2005.118', '10.1109/msp.2005.103']"
0,,New frontiers for information systems research - computer art as an information system,"['10.1007/978-1-4471-0197-0', '10.1080/13691180122875', '10.1046/j.1365-2575.2003.00143.x', '10.1007/1-4020-8095-6_18', '10.2307/30036536', '10.2307/4132338', '10.2307/249008', '10.1287/isre.2.1.1', '10.1287/isre.7.4.389', '10.1287/isre.6.4.376', '10.1287/isre.12.2.121.9700', '10.1108/09593840510601513']"
0,,ERP software implementation - an integrative framework,"['10.1201/1078/43197.16.3.19990601/31311.3', '10.1201/1078/43197.16.3.19990601/31310.2', '10.1108/02635570010286078', '10.1108/02635570010286131', '10.1145/299513.299722', '10.1145/332051.332064', '10.1017/cbo9780511805936', '10.1108/09576050010326556', '10.1109/52.765784', '10.1109/hicss.2001.927129', '10.1007/978-3-662-04038-6', '10.1108/14637150110392782', '10.1145/332051.332070', '10.1145/332051.332068']"
0,,Personality traits and effectiveness of presentation of product information in e-business systems,"['10.1145/272287.272296', '10.1145/62959.62971', '10.1016/s0378-7206(97)00021-9', '10.1037/13978-000', '10.2307/1251841', '10.1111/j.1540-5915.1984.tb01197.x', '10.1016/0378-7206(77)90007-6', '10.1016/0268-4012(94)90070-1', '10.1108/00251749510090575', '10.2307/2490223', '10.1016/s0377-2217(00)00107-7', '10.2307/2490560', '10.2307/2490759', '10.2307/3152163', '10.1057/palgrave.ejis.3000302', '10.1057/palgrave.ejis.3000261', '10.1086/208511', '10.1086/208527', '10.1086/208883', '10.1086/208846', '10.1086/314322', '10.1007/bf01845901', '10.2307/249700', '10.2307/3250969', '10.1177/0092070393213007', '10.2307/3250949', '10.2307/249033', '10.2307/249669', '10.2307/248682', '10.2307/248939', '10.2307/249534', '10.2307/249703', '10.1287/isre.9.3.256', '10.1016/0020-7373(92)90044-l', '10.1080/02650487.1989.11107110', '10.3233/hsm-1981-2305', '10.1016/s0167-9236(99)00027-5', '10.2501/jar-41-4-71-81', '10.2501/jar-40-6-79-83', '10.1111/j.1467-6486.1993.tb00322.x', '10.1016/0749-5978(91)90020-t', '10.1016/0749-5978(90)90033-6', '10.1016/0749-5978(89)90018-6', '10.1287/mnsc.30.5.533', '10.1287/mnsc.33.9.1200', '10.1287/mnsc.23.8.820', '10.1287/mnsc.17.1.92', '10.1287/mnsc.32.5.554', '10.1287/mnsc.26.4.371', '10.1037/14404-000', '10.1287/mnsc.29.5.567', '10.1287/mnsc.25.10.966', '10.1007/978-3-642-69746-3_2', '10.1145/5465.5469', '10.1016/s0263-2373(98)00036-x', '10.19030/jabr.v12i1.5840', '10.1145/345124.345167', '10.1145/345124.345153', '10.1145/345124.345169']"
0,,The process of global knowledge integration - a case study of a multinational investment bank's Y2K program,"['10.1177/a014106', '10.1016/s0268-4012(98)00043-7', '10.1016/s0268-4012(99)00012-2', '10.1017/cbo9780511815355', '10.2307/41165942', '10.1145/315762.315767', '10.2307/591263', '10.1016/s0737-6782(98)00033-2', '10.2307/3152067', '10.5465/amr.1981.4285776', '10.5465/amr.1990.4308154', '10.5465/amr.1985.4279103', '10.5465/amr.1998.533225', '10.5465/amr.1991.4278992', '10.5465/amr.1982.4285328', '10.5465/amr.1989.4308385', '10.1177/001872678403701002', '10.2307/259057', '10.2307/248698', '10.2307/249774', '10.1287/orsc.2.1.14', '10.1287/orsc.6.4.350', '10.1287/orsc.2.1.40', '10.1287/orsc.2.1.88', '10.1287/orsc.5.1.14', '10.1287/orsc.7.4.375', '10.1287/orsc.2.1.71', '10.2307/248684', '10.1287/isre.2.1.1', '10.1016/0090-2616(84)90011-1', '10.1177/017084069501600604', '10.1016/0737-6782(90)90052-g', '10.1080/07421222.1998.11518185', '10.3233/hsm-1992-11403', '10.2307/2392358', '10.1177/017084069501600605', '10.1177/0021886396321007', '10.1080/0267257x.1988.9964044', '10.1111/j.1467-6486.1994.tb00638.x', '10.1111/j.1467-6486.1996.tb00162.x', '10.1287/mnsc.40.4.429', '10.1111/1467-9310.00093', '10.1111/1467-9310.00128', '10.1002/smj.4250171106', '10.1002/smj.4250150907', '10.1145/323830.323845', '10.1145/315762.315770']"
0,,An investigation of the factors affecting the successful treatment of organisational issues in systems development projects,"['10.1016/0378-7206(94)90099-x', '10.1080/00140139608964476', '10.1080/00140139208967388', '10.1016/0268-4012(89)90021-2', '10.1016/0268-4012(90)90052-t', '10.1016/0268-4012(89)90049-2', '10.1046/j.1365-2575.1997.00020.x', '10.1057/ejis.1995.2', '10.1057/palgrave.ejis.3000295', '10.1177/001872678303600301', '10.1080/014492998119661', '10.1080/026839697345170', '10.1080/026839697345189', '10.1080/026839698344936', '10.1057/jit.1996.2', '10.1057/jit.1995.12', '10.2307/249437', '10.1111/j.1467-6486.1992.tb00674.x', '10.1080/01449299208924333', '10.1057/jit.1994.19', '10.1287/mnsc.35.8.942', '10.7312/luca94612', '10.1080/001401397187694']"
0,,What do Claudio Ciborra and Sandro Botticelli have in common? On the renaissance of la Primavera,"['10.5117/mab.77.12766', '10.1002/itdj.20008', '10.1016/s0268-4012(03)00024-0', '10.1016/s0963-8687(98)00020-1', '10.1147/sj.382.0472']"
0,,Governance lessons from the experience of telecentres in Kerala,"['10.1002/itdj.20004', '10.1177/0095399702034004004', '10.1080/14672715.1998.10411031', '10.1017/cbo9780511488856', '10.1080/01436599308420345', '10.1515/9780691187181', '10.1111/1467-9299.00243', '10.1596/0-1952-1601-6', '10.1016/0305-750x(96)00021-6', '10.1108/09593840410570267', '10.1353/wp.2001.0012', '10.1177/0894439302238971', '10.1080/13691180050123695', '10.7312/kris12570', '10.1016/s0047-2727(99)00044-4']"
0,,"Decision support systems evolution - framework, case study and research agenda","['10.1145/358080.358095', '10.1287/inte.25.5.64', '10.1016/s0378-7206(96)01078-6', '10.1016/s0378-7206(97)00010-4', '10.1287/inte.27.1.7', '10.1016/0378-7206(94)90101-5', '10.1016/0963-8687(95)80003-9', '10.1111/j.1365-2575.1996.tb00015.x', '10.1057/ejis.1996.12', '10.1057/palgrave.ejis.3000298', '10.5465/amr.1989.4308385', '10.1007/978-0-387-34967-1_14', '10.1007/978-0-387-34967-1_8', '10.1057/palgrave.ejis.3000325', '10.2307/3250957', '10.2307/249431', '10.2307/248684', '10.2307/249231', '10.4135/9781412985383.n11', '10.1080/07421222.1991.11517915', '10.1016/s0167-9236(98)00027-x', '10.4159/9780674417922', '10.1016/0167-9236(94)90045-0', '10.1016/0167-9236(94)00016-l', '10.1016/s0167-9236(01)00139-7', '10.1287/mnsc.37.10.1291', '10.1145/1017654.1017659', '10.2307/2406275', '10.1017/s0094837300005224']"
0,,Can Thomas Kuhn's paradigms help us understand software engineering?,"['10.1109/52.136166', '10.1057/palgrave/ejis/3000428', '10.1057/palgrave.ejis.3000473', '10.7208/chicago/9780226217239.001.0001', '10.1093/comjnl/29.3.222', '10.1017/cbo9780511624223', '10.1145/67933.67937', '10.1093/comjnl/25.1.12']"
0,,Electronic trading and the process of globalization in traditional futures exchanges - a temporal perspective,"['10.2307/2392767', '10.2307/2392366', '10.1177/0961463x97006002008', '10.1111/j.1540-5915.1993.tb01293.x', '10.1146/annurev.soc.27.1.235', '10.1057/ejis.1995.9', '10.5465/amr.2000.3707728', '10.1177/017084069701800104', '10.1177/0961463x92001003003', '10.1057/palgrave.ejis.3000321', '10.1057/palgrave.ejis.3000318', '10.1080/00208825.2000.11656790', '10.1177/017084069501600601', '10.2307/4132313', '10.2307/249774', '10.1287/orsc.3.3.398', '10.1287/orsc.5.2.121', '10.1287/orsc.12.1.76.10122', '10.1287/orsc.11.4.404.14600', '10.1007/978-1-349-24187-3', '10.1287/isre.2.2.143', '10.1287/isre.2.1.1', '10.1057/palgrave.jibs.8490989', '10.1057/palgrave.jibs.8490024', '10.1287/orsc.13.6.684.501', '10.1287/isre.7.1.93', '10.1287/isre.10.1.1', '10.1287/isre.12.2.121.9700', '10.1007/978-0-387-34872-8', '10.1108/09593840110695749', '10.1145/214762.214766']"
0,,Computer-mediated knowledge sharing and individual user differences - an exploratory study,"['10.1016/s0003-6870(00)00009-0', '10.1177/109467050024001', '10.2307/41166012', '10.2307/41165944', '10.1016/s0378-7206(97)00012-8', '10.1016/s0378-7206(99)00025-7', '10.1111/j.2044-8325.1988.tb00281.x', '10.1016/s0378-7206(01)00114-8', '10.1016/0378-7206(86)90050-9', '10.2466/pr0.1998.82.2.595', '10.2307/2786815', '10.2466/pr0.1999.85.2.481', '10.1016/s0377-2217(00)00107-7', '10.2307/2490039', '10.5465/amr.1985.4279103', '10.5465/amr.1983.4287726', '10.5465/amr.1984.4277657', '10.1016/b978-0-12-484050-8.50012-1', '10.1111/j.1467-8551.1994.tb00073.x', '10.1111/1467-8551.t01-1-00159', '10.1016/0959-8022(95)90014-4', '10.1287/orsc.6.3.280', '10.1287/orsc.7.2.119', '10.1287/orsc.2.1.40', '10.2307/248853', '10.2307/248940', '10.2307/249761', '10.2307/249720', '10.2307/249008', '10.3102/00346543047001001', '10.1016/s0957-4174(97)00021-3', '10.2307/2071639', '10.1080/07421222.2001.11045669', '10.1080/01972243.1993.9960143', '10.1146/annurev.so.14.080188.001535', '10.2307/2393372', '10.1016/0167-9236(94)00014-j', '10.1111/j.1467-6486.1996.tb00801.x', '10.1111/1467-8691.00122', '10.1348/096317901167316', '10.1016/0749-5978(90)90033-6', '10.1287/mnsc.35.8.982', '10.1287/mnsc.25.8.787', '10.1287/mnsc.23.9.913', '10.1287/mnsc.29.5.580', '10.1287/mnsc.19.5.475', '10.1287/mnsc.29.5.567', '10.1287/mnsc.25.10.966', '10.7312/luca94612', '10.4324/9780203441619', '10.1080/095851900340042', '10.1016/s0020-7373(86)80084-0', '10.1145/92755.92756']"
0,,Potential of critical e-applications for engaging SMEs in e-business - a provider perspective,"['10.1177/017084069501600201', '10.1016/0305-0483(95)00017-i', '10.2307/41165202', '10.1016/s0378-7206(98)00079-2', '10.1016/s0378-7206(01)00086-6', '10.1016/s0963-8687(00)00028-7', '10.1016/0268-4012(93)90060-h', '10.1080/09602009208408538', '10.5465/amr.1990.4308156', '10.1016/s0040-1625(98)00043-2', '10.1046/j.1365-2575.2000.00079.x', '10.1057/palgrave.ejis.3000393', '10.1057/palgrave/ejis/3000422', '10.5465/amr.1994.9410122009', '10.1057/palgrave.ejis.3000307', '10.1057/palgrave.ejis.3000361', '10.1080/02683960110063672', '10.1111/j.1467-8551.1996.tb00115.x', '10.2307/249509', '10.1287/orsc.9.3.265', '10.2307/249629', '10.2307/2582164', '10.1177/017084069501600505', '10.1016/0090-2616(92)90021-e', '10.2307/2393698', '10.1111/j.1467-6486.1996.tb00805.x', '10.1111/j.1467-6486.1996.tb00804.x', '10.2307/255842', '10.1068/c170287', '10.1111/j.1467-9310.1991.tb00761.x', '10.1177/026624268600500102', '10.1002/smj.4250171006', '10.1002/smj.4250090104', '10.1002/smj.4250070105', '10.1016/s0263-2373(00)00045-1', '10.1111/1468-005x.00070', '10.1086/228311']"
0,,Managing e-transformation in the public sector - an e-government study of the Inland Revenue Authority of Singapore (IRAS),"['10.1177/00953990022019588', '10.2307/41165267', '10.1016/s1352-0237(00)00159-3', '10.1016/1352-0237(96)00030-5', '10.1016/s0963-8687(99)00015-3', '10.1177/002085239806400102', '10.1016/s0740-624x(01)00063-6', '10.2307/977255', '10.2307/3110348', '10.2307/977482', '10.2307/976783', '10.2307/3110346', '10.2307/977480', '10.5465/amr.1991.4279496', '10.2307/977339', '10.2307/976358', '10.2307/975145', '10.1111/1467-9299.00317', '10.1111/1467-9299.00264', '10.1111/0033-3352.00006', '10.1111/0033-3352.00197', '10.1111/0033-3352.00196', '10.1111/j.1540-6261.1997.tb04820.x', '10.1080/02683960010008944', '10.1109/dexa.2000.875049', '10.2307/249774', '10.1016/s0363-8111(01)00087-x', '10.1016/s0363-8111(99)80158-1', '10.2307/248684', '10.2307/249410', '10.1287/isre.7.1.5', '10.1080/07421222.1994.11518043', '10.1287/isre.7.1.93', '10.1093/oxfordjournals.jpart.a024296', '10.1093/oxfordjournals.jpart.a003505', '10.1016/s0167-9236(02)00120-3', '10.1145/641205.641212', '10.1177/0021886397334005', '10.1016/0304-405x(76)90026-x', '10.1111/j.1468-0491.1996.tb00238.x', '10.1287/mnsc.32.5.622']"
0,,Electronic window dressing - impression management with Websites,"['10.1287/mksc.19.1.4.15178', '10.2307/1252190', '10.1145/272287.272296', '10.1146/annurev.ps.37.020186.000355', '10.1086/226550', '10.1016/s0378-7206(01)00113-6', '10.1016/s0378-7206(01)00129-x', '10.1177/089124199129023307', '10.1177/089124199129023316', '10.1080/00913367.1943.10673458', '10.1145/234813.234819', '10.1145/275269.275272', '10.5465/amr.1998.192958', '10.1080/10864415.2001.11044237', '10.1080/10864415.1996.11518283', '10.1002/1097-4571(2000)9999:9999<::aid-asi1039>3.0.co;2-o', '10.5465/amr.1980.4288894', '10.1177/089443930101900401', '10.2307/249687', '10.1287/orsc.9.1.68', '10.1287/orsc.5.3.363', '10.1016/0090-2616(92)90084-z', '10.1037/0033-2909.90.2.218', '10.1108/02652329510082979', '10.1145/278476.278491', '10.1037/0033-2909.107.1.34', '10.1145/240483.240490', '10.1145/310930.310978']"
0,,The role of dynamic capabilities in e-business transformation,"['10.1108/09513550210423352', '10.1362/0267257022775918', '10.1086/261409', '10.1111/1467-8616.00135', '10.2307/3069400', '10.1287/mnsc.48.2.171.253', '10.2307/41166582', '10.1016/s0883-9026(98)00010-x', '10.1016/s0883-9026(98)00013-5', '10.1016/s0378-7206(98)00079-2', '10.1016/s0378-7206(01)00107-0', '10.1177/014920639101700108', '10.1016/s0166-4972(97)00093-x', '10.1016/s0166-4972(00)00030-4', '10.1111/j.1540-5915.1997.tb01312.x', '10.5465/amr.1990.4308277', '10.5465/amr.1994.9412190215', '10.1108/eum0000000006190', '10.1108/09513550210435728', '10.5465/amr.1989.4308385', '10.1057/palgrave.ejis.3000324', '10.1057/palgrave.ejis.3000379', '10.1057/palgrave.ejis.3000331', '10.1057/palgrave.ejis.3000431', '10.1057/palgrave.ejis.3000448', '10.1057/palgrave.ejis.3000454', '10.1057/palgrave.ejis.3000446', '10.1057/palgrave.ejis.3000450', '10.1057/palgrave.ejis.3000445', '10.1057/palgrave.ejis.3000375', '10.1016/s1090-9516(00)00043-2', '10.2307/256451', '10.2307/256434', '10.1177/014920639902500307', '10.1287/orsc.7.3.211', '10.2307/249630', '10.1287/isre.9.4.342', '10.1057/palgrave.jibs.8490987', '10.1057/palgrave.jibs.8490909', '10.1142/s1363919601000427', '10.2307/2393701', '10.1145/342251.342261', '10.1287/mnsc.24.9.934', '10.1007/978-1-349-25262-6', '10.1002/smj.4250171110', '10.1002/smj.4250150907', '10.1002/smj.4250160921', '10.1002/smj.4250050207', '10.1016/s0263-2373(99)00084-5', '10.1016/s0263-2373(98)00036-x', '10.1016/s0263-2373(99)00032-8', '10.1002/smj.187', '10.1002/(sici)1097-0266(199708)18:7<509::aid-smj882>3.0.co;2-z', '10.1002/1097-0266(200010/11)21:10/11<1083::aid-smj127>3.0.co;2-4', '10.1002/1097-0266(200010/11)21:10/11<1105::aid-smj133>3.0.co;2-e']"
0,,Assessing the benefits from e-business transformation through effective enterprise management,"['10.5465/amr.1989.4308385', '10.1057/palgrave.ejis.3000418', '10.1057/palgrave.ejis.3000343', '10.1080/02683960010008944', '10.1080/07421222.1997.11518156']"
0,,Determinants of ASP choice - an integrated perspective,"['10.1080/10580539208906881', '10.1177/014920639101700108', '10.1111/j.1540-5915.1995.tb00838.x', '10.5465/amr.1989.4279003', '10.1057/palgrave.ejis.3000393', '10.1080/026839697345017', '10.1080/026839697345206', '10.1057/jit.1995.28', '10.1016/0959-8022(96)00005-7', '10.1287/orsc.8.3.235', '10.2307/249670', '10.2307/249630', '10.1287/isre.3.4.334', '10.1287/isre.8.3.288', '10.1080/07421222.1996.11518102', '10.1287/mnsc.41.8.1317', '10.1287/mnsc.43.12.1726', '10.1287/mnsc.41.7.1250', '10.1287/mnsc.43.6.764', '10.1145/328236.328112', '10.1023/a:1026552208171', '10.1287/mnsc.40.4.496']"
0,,"Technology-driven and model-driven approaches to group decision support - focus, research philosophy, and key concepts","['10.1016/s0305-0483(97)00047-9', '10.1109/hicss.1996.493237', '10.1007/978-1-4613-0789-1_5', '10.1002/(sici)1099-1360(199705)6:3<115::aid-mcda140>3.0.co;2-i', '10.1145/105783.105793', '10.1207/s15327744joce0802_1', '10.1016/s0305-0548(99)00135-5', '10.1016/s0305-0548(99)00111-2', '10.1287/inte.26.6.117', '10.1016/0378-7206(90)90065-p', '10.1023/a:1008625016934', '10.1023/a:1008708912048', '10.1006/ijhc.1997.0142', '10.1002/(sici)1097-4571(19980515)49:7<649::aid-asi6>3.0.co;2-1', '10.1007/bf01405730', '10.1057/jors.1982.15', '10.1057/jors.1980.60', '10.1057/jors.1993.96', '10.1057/jors.1980.38', '10.2307/248666', '10.1057/palgrave.jors.2600350', '10.1287/isre.3.3.195', '10.1287/isre.2.1.1', '10.1017/cbo9780511598951', '10.3233/hsm-1989-8405', '10.1016/s0167-9236(98)00041-4', '10.1007/bf02404644', '10.1007/bf02404648', '10.1007/bf02404178', '10.1007/bf01409711', '10.1007/bf00126263', '10.1016/0167-9236(89)90006-7', '10.1016/0167-9236(94)90054-x', '10.1016/0305-0483(79)90099-9', '10.1177/1046496493244002', '10.1207/s15327051hci0703_1', '10.1080/12460125.1997.10511724', '10.1287/mnsc.37.10.1347', '10.1287/mnsc.33.5.589', '10.1016/0377-2217(90)90128-x', '10.1016/0377-2217(93)e0241-o', '10.1016/s0377-2217(99)00369-0']"
0,,Using resource-based theory to interpret the successful adoption and use of information systems and technology in manufacturing small and medium-sized enterprises,"['10.1016/s0305-0483(98)00071-1', '10.1016/0305-0483(95)00017-i', '10.1016/s0305-0483(00)00035-9', '10.1016/0024-6301(85)90063-9', '10.2307/1252085', '10.1016/0268-4012(90)90020-s', '10.2307/41166664', '10.1177/014920639101700109', '10.1177/014920639101700108', '10.1016/0378-7206(83)90034-4', '10.1016/0378-7206(86)90029-7', '10.1016/0378-7206(94)90036-1', '10.1016/s0963-8687(99)00013-x', '10.1016/0268-4012(93)90060-h', '10.1046/j.1365-2575.2002.00119.x', '10.5465/amr.1996.9602161563', '10.1057/palgrave.ejis.3000307', '10.1057/palgrave.ejis.3000430', '10.4018/joeuc.1994100102', '10.2307/248849', '10.2307/249509', '10.1287/orsc.7.5.477', '10.2307/249507', '10.2307/249272', '10.2307/249498', '10.2307/249630', '10.2307/248803', '10.2307/3250983', '10.1007/978-1-349-26171-0', '10.1147/sj.321.0017', '10.1287/isre.7.2.248', '10.1108/02621719410063396', '10.1080/07421222.1990.11517869', '10.1287/isre.3.1.60', '10.1016/0305-0483(92)90005-r', '10.1287/mnsc.32.10.1231', '10.1287/mnsc.36.1.76', '10.1287/mnsc.30.5.586', '10.1002/smj.4250140105', '10.1287/mnsc.30.2.137', '10.1080/08276331.1988.10600316', '10.1145/358141.358148', '10.1002/smj.4250160402', '10.1002/smj.4250120406', '10.4135/9781446280195', '10.1145/358413.358430', '10.1016/s0024-6301(98)80003-4', '10.1145/5666.5669']"
0,,Are European IS Journals under-rated? An answer based on citation analysis,"['10.1145/265684.265700', '10.1145/383694.383701', '10.1145/203330.203348', '10.1016/0378-7206(95)00010-t', '10.1016/0378-7206(93)90072-2', '10.1080/00913367.1999.10673583', '10.2307/2490908', '10.1111/j.1467-8551.1996.tb00175.x', '10.1086/209302', '10.1086/209269', '10.2307/249067', '10.2307/249448', '10.1080/01621459.1967.10482893', '10.1287/isre.10.2.99', '10.1080/01621459.1974.10480224', '10.1080/07421222.1994.11518033', '10.1037/0033-2909.86.6.1255', '10.2307/2392788', '10.2307/256679', '10.1016/0306-4573(93)90027-b', '10.1207/s15327906mbr0704_7', '10.7208/chicago/9780226458106.001.0001', '10.1177/002224299606000101', '10.1002/(sici)1097-0266(199903)20:3<279::aid-smj33>3.0.co;2-2']"
0,,Consumer search in electronic markets - an experimental analysis of travel services,"['10.1287/mksc.19.1.83.15183', '10.1287/mnsc.46.4.563.12061', '10.1111/1467-6451.00162', '10.1111/1467-6451.00161', '10.2307/1251788', '10.1086/466942', '10.2307/3149534', '10.2307/3151112', '10.2307/3151528', '10.2307/1925578', '10.1177/074391569601500201', '10.1086/208857', '10.1086/209222', '10.1086/209482', '10.1086/209225', '10.1086/209439', '10.1177/004728750003900210', '10.1177/004728759903700311', '10.1016/s0167-8116(00)00005-7', '10.1086/209535', '10.2307/249641', '10.2307/249202', '10.1080/07421222.1991.11517920', '10.2307/1884852', '10.1086/258464', '10.1108/eum0000000004718', '10.3727/109830501108750958', '10.1287/mnsc.43.12.1676', '10.1287/mnsc.28.2.197', '10.1111/j.1745-6606.1977.tb00599.x', '10.1145/268092.268122', '10.1145/214762.214766', '10.1145/280324.280330', '10.1086/227496']"
0,,Understanding online purchase intentions - contributions from technology and trust perspectives,"['10.1016/s0305-0483(00)00021-9', '10.1016/s0305-0483(98)00028-0', '10.1287/mksc.19.1.4.15178', '10.1287/mnsc.46.2.186.11926', '10.2307/1251829', '10.1207/s15327744joce100101', '10.1145/272287.272300', '10.1016/s0378-7206(00)00061-6', '10.2307/1249972', '10.2307/1251841', '10.2307/1251788', '10.2307/3172823', '10.5465/amr.1995.9508080335', '10.1080/10864415.2001.11044227', '10.1006/ijhc.2000.0404', '10.1146/annurev.psych.52.1.27', '10.1086/209106', '10.1086/209482', '10.1086/209225', '10.1086/209386', '10.1111/j.1559-1816.1992.tb00945.x', '10.2307/249753', '10.2307/249008', '10.17705/1jais.00008', '10.1016/s0167-9236(00)00076-2', '10.1016/s0167-9236(02)00014-3', '10.1016/s0022-4359(01)00056-2', '10.1016/0749-5978(91)90020-t', '10.1023/a:1019104520776', '10.1287/mnsc.35.8.982', '10.1086/258464']"
0,,"SMEs, co-opetition and knowledge sharing - the role of information systems","['10.2307/41165941', '10.1016/s0378-7206(99)00020-8', '10.1016/s0963-8687(00)00028-7', '10.5465/amr.1989.4308385', '10.5465/amr.1998.1255632', '10.1080/02683960110063672', '10.1007/bf01516250', '10.1023/a:1019654030019', '10.1287/mnsc.40.4.429', '10.1111/1467-6486.00102', '10.1111/1467-6486.00106', '10.1002/smj.4250171106', '10.1002/smj.4250171109', '10.1002/(sici)1097-0266(199604)17:4<271::aid-smj807>3.0.co;2-y']"
0,,Exploring relationships in information technology outsourcing - the interaction approach,"['10.1080/09540969109387663', '10.4135/9781412985659', '10.1145/233977.233984', '10.1016/0378-7206(95)00045-3', '10.2307/2098340', '10.1016/s0963-8687(00)00022-6', '10.1016/0268-4012(93)90044-5', '10.1057/ejis.1996.21', '10.1057/ejis.1996.15', '10.1057/ejis.1994.13', '10.1057/palgrave.ejis.3000284', '10.1057/jit.1995.28', '10.1016/0959-8022(96)00005-7', '10.2307/249670', '10.1287/isre.3.4.334', '10.1287/isre.6.4.376', '10.1080/10919399509540251', '10.2307/2393808', '10.1111/j.1467-6486.1983.tb00211.x', '10.1108/eum0000000004909', '10.1002/smj.4250150205', '10.1002/smj.4250130702', '10.1016/0263-2373(94)00059-g', '10.1086/228311']"
